id,created_at,text,author.id,author.name,author.public_metrics.followers_count,public_metrics.like_count,public_metrics.retweet_count,lang,label,hashtags,tweet_entities
944840068124041216,2017-12-24T08:00:01.000Z,"addio ai robot brutti e goffi: oggi hanno il volto delle star del cinema. dal nostro archivio, @pbaldini racconta la bellezza dell'intelligenza artificiale https://t.co/lvyvzufq2j",838787093434417159,7 Corriere,8326,8,5,it,it,[],"[('oggi hanno', 'PERSON'), ('volto delle', 'ORG'), ('del cinema', 'PERSON'), (""racconta la bellezza dell'intelligenza"", 'ORG')]"
786481162927550464,2016-10-13T08:18:16.000Z,"faut-il acheter le playstation vr, le casque de realite virtuelle de sony ? https://t.co/zjvbxu9oo4",19558480,alexandre piquard,22543,8,5,fr,fr,[],"[('casque de realite', 'PERSON'), ('virtuelle de sony', 'ORG'), ('https://t.co/zjvbxu9oo4', 'PERSON')]"
1012966466759659520,2018-06-30T07:50:00.000Z,"het lijkt een kwestie van tijd voordat iedereen thuis van zijn trauma's af kan komen met emdr. zonder psycholoog, maar met virtualrealitybril https://t.co/zwwjwiqal3",3103261,de Volkskrant,831762,10,7,nl,nl,[],"[('iedereen', 'CARDINAL'), ('thuis van zijn', 'PERSON'), ('kan', 'NORP'), ('zonder', 'PERSON')]"
1050458199625732096,2018-10-11T18:48:46.000Z,spherical robot 32 leg could used explore planet disaster response mission https://t.co/2opke2iorb,15438913,Daily Mail Online,2751197,15,8,en,en,[],"[('32', 'CARDINAL')]"
756500966720045056,2016-07-22T14:47:40.000Z,cerea alexa: l'intelligenza artificiale di amazon trova casa torino https://t.co/orjttqm3my https://t.co/jye6whhsem,29416653,La Stampa,1321224,7,6,it,it,[],"[('casa', 'ORG'), ('https://t.co/jye6whhsem', 'ORG')]"
568474210881937408,2015-02-19T18:16:28.000Z,"feeling peckish run? never fear, tomarathon here! http://t.co/ifucsd6tlx http://t.co/ebe4yamjaj",34655603,The Sun,2008120,2,2,en,en,[],[]
926796516311756801,2017-11-04T13:01:23.000Z,uniek: virtuele robot officieel inwoner tokio\nhttps://t.co/z2bth8ti8n https://t.co/b2ipvnpbgk,2902821,De Telegraaf,759401,0,1,nl,nl,[],[]
756495433002737665,2016-07-22T14:25:40.000Z,"amazon investe sull'intelligenza artificiale, torino scelta per il nuovo laboratorio https://t.co/wmoog2bter",18935802,Repubblica,3442508,21,18,it,it,[],"[(""sull'intelligenza"", 'NORP'), ('https://t.co/wmoog2bter', 'PERSON')]"
1121548646439432193,2019-04-25T22:56:49.000Z,#rediff une intelligence artificielle pour bloquer le photo de penis intempestives https://t.co/oripplcfw6,8350912,Le Figaro,3636361,22,3,fr,fr,['#rediff'],"[('#', 'CARDINAL'), ('pour bloquer', 'PERSON')]"
984067212964192256,2018-04-11T13:54:41.000Z,"""facebook ceo mark zuckerberg dropped 'i robot' delivery couple questions""\n\nbody language expert @thejudijames give verdict.\n\nhttps://t.co/mlersh7uvm https://t.co/md42bngna1",130138925,Mirror Politics,99531,5,5,en,en,[],"[('mark zuckerberg', 'PERSON')]"
817744734793957377,2017-01-07T14:48:32.000Z,le objets connectes se marient l'intelligence artificielle au ce https://t.co/fvlu1vevvp https://t.co/u7wm3n2qfa,92564226,Les Echos,1360008,4,12,fr,fr,[],"[('https://t.co/fvlu1vevvp', 'GPE')]"
733339900729274368,2016-05-19T16:53:51.000Z,rt @lucperard: jim heppelmann (@ptc) michael porter (hbs) summarizing 2 hottest technologies: #iot #augmentedreality https:/...,1283588581,l'Opinion,95439,0,4,en,fr,"['#iot', '#augmentedreality']","[('jim heppelmann', 'PERSON'), ('michael porter', 'PERSON'), ('2', 'CARDINAL'), ('#iot #', 'MONEY')]"
1056602259503620097,2018-10-28T17:43:04.000Z,huge change coming learner driver benefit everyone https://t.co/hoci7y0zyx https://t.co/ytxobk8uzb,34655603,The Sun,2008120,3,2,en,en,[],[]
1002788698331729921,2018-06-02T05:47:11.000Z,cancer : dora eu <<la dose parfaite de rayons>> grace l'intelligence artificielle https://t.co/hixtb4rn5q,38142665,Le Parisien,3125322,15,6,fr,fr,[],"[('dora eu', 'PERSON'), (""l'intelligence artificielle"", 'ORG')]"
1082704383194947586,2019-01-08T18:23:35.000Z,today's evening inbox asks whether avoid infamously difficult game relish them. one reader look forward first big vr game year another imago #rdr2 ps5.\n\nto join discussion email u usual address: https://t.co/g5pldiwzc7,1027491766361120769,GameCentral,2693,0,2,en,en,['#rdr2'],"[('today', 'DATE'), ('evening', 'TIME'), ('one', 'CARDINAL'), ('first', 'ORDINAL')]"
257528412497928192,2012-10-14T17:08:52.000Z,"#scienze - #matrix, se non fosse finzione? test per capire se il mondo e la simulazione di un'intelligenza artificiale\nhttp://t.co/qyac5eou",395218906,Corriere della Sera,2645087,0,11,it,it,"['#scienze', '#matrix']","[('#', 'CARDINAL'), (""un'intelligenza"", 'PERSON')]"
1104278669449678849,2019-03-09T07:12:05.000Z,toulouse : un robot pour accueillir le client d'une agence credit agricole #eco https://t.co/xn1p4awnkz,8350912,Le Figaro,3636354,14,13,fr,fr,['#eco'],"[('un', 'ORG')]"
1188168717693313028,2019-10-26T19:01:12.000Z,tesco's 10 must-have christmas toy include twerking robot llama hogwarts tower\nhttps://t.co/hijowq9mzz https://t.co/btzwomt2vi,225126598,Mirror World News,13928,1,2,en,en,[],"[('tesco', 'ORG'), ('10', 'CARDINAL'), ('christmas', 'DATE'), ('https://t.co/btzwomt2vi', 'ORG')]"
710067658276937728,2016-03-16T11:38:16.000Z,playstation boss: virtual reality throw game-design rule book https://t.co/qrmkmk94ps,87818409,The Guardian,10673273,20,24,en,en,[],"[('https://t.co/qrmkmk94ps', 'PERSON')]"
856270161598455808,2017-04-23T22:14:49.000Z,"sanofi, la fabbrica dei robot per l'insulina https://t.co/lvczkov0as https://t.co/tdtdp0gjjb",395218906,Corriere della Sera,2645037,5,2,it,it,[],"[(""la fabbrica dei robot per l'insulina https://t.co/lvczkov0as https://t.co/tdtdp0gjjb"", 'ORG')]"
1078975668656984064,2018-12-29T11:27:00.000Z,"robot dog set patrol sewer beneath cities, job human hate\nhttps://t.co/belyiswqw9 https://t.co/ymqqu3fjfs",16887175,The Mirror,1358952,2,0,en,en,[],[]
573049528955375616,2015-03-04T09:17:09.000Z,si avvera il sogno \ndi ogni bambino: ecco la macchina telecomandata che diventa robot / video http://t.co/j03g8ecjqi,123920914,Quotidiano Libero,319487,0,0,it,it,[],"[('la macchina', 'PERSON')]"
1195391010869796864,2019-11-15T17:20:00.000Z,"#actualidad | 6g, conexion total la inteligencia artificial convertira al planeta en un gran hermano dentro de una decada https://t.co/zhrk2ggzth",112694236,La Razón,577298,1,1,es,es,['#actualidad'],"[('#', 'CARDINAL'), ('6', 'CARDINAL'), ('convertira al planeta', 'PERSON'), ('un', 'ORG'), ('hermano dentro de una decada', 'PERSON')]"
715494170257932288,2016-03-31T11:01:18.000Z,> abc te trae un practico robot de cocina programable https://t.co/0zzalttn5j consigue este domingo la cartilla https://t.co/yreqksxvkt,19923515,ABC.es,2243927,3,1,es,es,[],"[('abc', 'ORG'), ('trae un practico robot de cocina', 'ORG'), ('https://t.co/0zzalttn5j', 'NORP')]"
899932250107662336,2017-08-22T09:52:23.000Z,"attenti ai robot soldato, giorgio metta (iit): ''ma fare paura os sono le macchine da guerra dotate di... https://t.co/ew4g1zpfw8",18935802,Repubblica,3442518,5,5,it,it,[],[]
1036935434306240513,2018-09-04T11:14:07.000Z,need talk ... impact artificial intelligence https://t.co/8owvy5fjfn,87818409,The Guardian,10673271,39,24,en,en,[],"[('https://t.co/8owvy5fjfn', 'PERSON')]"
491336605538713601,2014-07-21T21:39:10.000Z,scientist use wireless oculus rift replicate 'star trek' holodeck http://t.co/ylyhmwnbsf,15438913,Daily Mail Online,2751137,7,9,en,en,[],[]
1026016263552872448,2018-08-05T08:05:14.000Z,magical thinking machine learning bring reality ai closer | john naughton https://t.co/vvq7n13yoy,87818409,The Guardian,10673271,45,25,en,en,[],"[('john naughton', 'PERSON')]"
715058660653862913,2016-03-30T06:10:44.000Z,"spot, el perro robot que quiere ser tu mascota https://t.co/ftmemutz1j https://t.co/zsc0eqnect",74453123,La Vanguardia,1323213,5,2,es,es,[],[]
504279697698869248,2014-08-26T14:50:23.000Z,?por que este estudio dice que los trabajadores serian mejores si su jefe fuera un robot? http://t.co/7eflil0ym2 via @abc_tecnologia,19923515,ABC.es,2243888,7,14,es,es,[],"[('estudio dice', 'ORG'), ('serian', 'NORP'), ('su jefe', 'PERSON'), ('un', 'ORG'), ('@abc_tecnologia', 'ORG')]"
827286754805719043,2017-02-02T22:45:07.000Z,le salary de la finance vigilants sur la montee en puissance de l'intelligence artificielle - par @vechocron &gt;&gt; https://t.co/prz65wvc9n https://t.co/bkht202fvq,92564226,Les Echos,1360026,3,7,fr,fr,[],"[('de la', 'PERSON'), ('@vechocron &gt;&gt', 'ORG')]"
1113307247768215552,2019-04-03T05:08:26.000Z,jean-francois cope : << faisons d'urgence l'europe de l'intelligence artificielle >> https://t.co/u5v7g2q676,92564226,Les Echos,1360007,2,1,fr,fr,[],"[('jean', 'NORP')]"
822528284667871232,2017-01-20T19:36:39.000Z,axelle lemaire devoile son plan pour l'intelligence artificielle - par @bengeorges &gt;&gt; https://t.co/oifw9une9g https://t.co/kjckp8nvgn,92564226,Les Echos,1360026,3,9,fr,fr,[],"[('axelle lemaire devoile son', 'PERSON'), ('https://t.co/oifw9une9', 'GPE')]"
893879275610361856,2017-08-05T17:00:01.000Z,mr. robot season 3 make leonard cohen poem creepy first trailer https://t.co/8mxzqm7qby,138749160,Metro,357471,3,0,en,en,[],"[('robot', 'PERSON'), ('3', 'CARDINAL'), ('creepy', 'NORP'), ('first', 'ORDINAL')]"
740134746269814784,2016-06-07T10:54:09.000Z,rt @origamitwitta: stanno arrivando. l'invasione dei #robot e gia qui. niente paura. ne parliamo su #origami31 edicola @lastampa http...,29416653,La Stampa,1321224,0,7,it,it,"['#robot', '#origami31']","[('stanno arrivando', 'PERSON'), ('#', 'CARDINAL'), ('parliamo su', 'ORG'), ('edicola @lastampa', 'ORG')]"
257648764624461824,2012-10-15T01:07:07.000Z,u.s. navy build robot modelled star war character c-3po fight fire board warship http://t.co/h6u80krq,15438913,Daily Mail Online,2751137,0,11,en,en,[],"[('u.s. navy', 'ORG')]"
828290867039453186,2017-02-05T17:15:06.000Z,?como puede la inteligencia artificial mejorar nuestras vidas? https://t.co/4lwfjg1vnl https://t.co/3zq1g0uxfe,112694236,La Razón,577298,1,2,es,es,[],[]
773594689463255040,2016-09-07T18:52:01.000Z,"playstation meeting live: sony set reveal ps4 neo, slim, vr headsets, game much https://t.co/y5sldytgoz https://t.co/e8xaphwnyn",260225183,The Sun Gaming,3077,4,3,en,en,[],"[('sony', 'ORG')]"
866549751155642368,2017-05-22T07:02:15.000Z,"""i robot hanno salvato sant'anna dalla crisi"" https://t.co/rjmxuf60r5",29416653,La Stampa,1321224,7,8,it,it,[],"[(""hanno salvato sant'anna"", 'ORG')]"
976396771365654528,2018-03-21T09:55:05.000Z,"l'incidente dell'auto driverless di uber non fermera la rincorsa. piu facile che per primo anni il driverless sara solo autostrada\n\nauto-robot uber, la polizia: ""collisione inevitabile anche da un guidatore umano"" @lastampa https://t.co/u23ypbxcer",122760708,Beniamino Pagliaro,5877,1,5,it,it,[],"[('la rincorsa', 'GPE'), ('piu', 'ORG'), ('che', 'ORG'), ('anni', 'NORP'), ('da un', 'PERSON')]"
136571713902227456,2011-11-15T22:30:08.000Z,l'imitazione di crozza #ballaro. crozza e il monti-robot http://t.co/t4j8towc,395218906,Corriere della Sera,2645087,0,1,it,it,['#ballaro'],"[('#', 'CARDINAL')]"
817646431662055426,2017-01-07T08:17:55.000Z,"intelligence artificielle, realite virtuelle... le tendances high-tech qui marqueront 2017 https://t.co/cjna36yqnx via @figarotech",54594099,Elsa Bembaron 🚲🏉,11127,21,42,fr,fr,[],"[('intelligence artificielle', 'ORG'), ('2017 https://t.co/cjna36yqnx', 'PERSON')]"
902245151837388800,2017-08-28T19:03:01.000Z,.@elonmusk's mission? robot read mind https://t.co/pixejsbk9b https://t.co/ce9lqbyzgx,6107422,The Times and The Sunday Times,1752018,4,1,en,en,[],[]
1192305678133661696,2019-11-07T05:00:00.000Z,"#innovadores | este robot hiperrealista que puede clonar casi cualquier rostro quiere entrar en tu oficina, via @innovadores_inn https://t.co/wvvkzxmif6",112694236,La Razón,577298,2,1,es,es,['#innovadores'],"[('#', 'CARDINAL'), ('robot hiperrealista', 'PERSON'), ('clonar casi', 'PERSON'), ('rostro', 'ORG')]"
1162368427035697152,2019-08-16T14:20:03.000Z,"""blockchance"": experten diskutieren potenzial der blockchain https://t.co/yjn98d1sar https://t.co/njtxqdxuub",8720562,WELT,1775508,1,0,de,de,[],"[('experten diskutieren potenzial', 'PERSON'), ('https://t.co/yjn98d1sar', 'GPE'), ('https://t.co/njtxqdxuub', 'GPE')]"
531736263326703616,2014-11-10T09:12:59.000Z,launch virtual reality app facebook's oculus rift http://t.co/h9pooynjdf via @guardian,87818409,The Guardian,10673271,4,14,en,en,[],"[('http://t.co/h9pooynjdf', 'PERSON')]"
718397850565152768,2016-04-08T11:19:29.000Z,rt @berlindigital: #virtualreality mit dem #iphone filmen. @ronenmichael uber seine app splash. https://t.co/mjvznj3exu ... #berlin #vr https...,22926365,Tagesspiegel,492763,0,1,de,de,"['#virtualreality', '#iphone', '#berlin', '#vr']","[('#', 'CARDINAL'), ('@ronenmichael', 'GPE'), ('berlin', 'GPE'), ('vr https', 'PERSON')]"
1177359245907562501,2019-09-26T23:08:13.000Z,"negli ultimi 8 anni grandi catene e sindacati si sono scontrati sul tema delle aperture festive. da os avanti il problema rischia di essere superato. complice la tecnologia: cassieri non servono piu, bastano le casse automatiche https://t.co/8jol0vmivo",395218906,Corriere della Sera,2645085,1,6,it,it,[],"[('8', 'CARDINAL'), ('anni', 'NORP'), ('sindacati', 'ORG'), ('superato', 'ORG'), ('la tecnologia', 'GPE'), ('cassieri', 'NORP')]"
740862549227278336,2016-06-09T11:06:10.000Z,"la <<blockchain>>, une revolution qui s'invite au parlement https://t.co/ukbcgx67k0 https://t.co/rz5iqzclmw",68440549,Libération,3447211,7,24,fr,fr,[],"[(""qui s'invite au parlement"", 'PERSON')]"
1149865601478930438,2019-07-13T02:18:17.000Z,la aplicacion de la inteligencia artificial la pediatria evoluciona en paralelo la investigacion sobre que pueden ensenar los bebes los sistemas de 'machine learning' https://t.co/uwfidikdw8ia,74453123,La Vanguardia,1323213,0,2,es,es,[],"[('la aplicacion de la', 'ORG'), ('paralelo', 'GPE'), ('los bebes', 'ORG'), (""los sistemas de '"", 'PERSON')]"
843792967475384320,2017-03-20T11:54:55.000Z,gamers using crafty technique watch vr porn playstation 4 https://t.co/5oaadhtjus https://t.co/ag4zcx6gnz,39771228,Mirror Tech,15878,0,5,en,en,[],"[('4', 'CARDINAL')]"
778008807498809344,2016-09-19T23:12:09.000Z,terrifying double-clawed robot drone cut metal cable altitude 5km https://t.co/flh3tx8bhs https://t.co/bzlwv8tagk,16887175,The Mirror,1358958,4,3,en,en,[],"[('5km', 'QUANTITY')]"
725066966654922752,2016-04-26T21:00:10.000Z,#smoove fait pedaler le marche du #velo en libre service @lmercat #iot https://t.co/a5cfqltnni https://t.co/slbuicf4tx,1283588581,l'Opinion,95439,3,3,fr,fr,"['#smoove', '#velo', '#iot']","[('marche du', 'ORG'), ('#', 'CARDINAL'), ('velo', 'PERSON'), ('#iot https://t.co/a5cfqltnni', 'MONEY')]"
7040206687440896,2010-11-23T11:58:10.000Z,grondstamper weggenomen: vanuit een opslagloods op een bedrijfsterrein aan de hanzeweg lochem afgelopen vr... http://bit.ly/gphb4h,54479333,De Stentor,21940,0,0,nl,nl,[],[]
435846018203418624,2014-02-18T18:39:23.000Z,la nasa entrena un robot humanoide para que ejerza de medico de urgencias en la i http://t.co/bw33kuoanb,198829810,El Periódico,727968,0,7,es,es,[],"[('la nasa', 'ORG'), ('un', 'ORG'), ('ejerza de medico de', 'PERSON'), ('la', 'GPE')]"
1145997136728866817,2019-07-02T10:06:23.000Z,"der hype hat dem ruf der #blockchain nicht gut getan. uber eine technik, die weiterhin grosse hoffnungen, aber auch massive zweifel weckt. von @kopfzeiler. https://t.co/qy5ng8mo8v",114508061,Süddeutsche Zeitung,1858246,2,0,de,de,['#blockchain'],"[('der', 'PERSON'), ('dem ruf der', 'ORG'), ('#', 'CARDINAL'), ('nicht', 'ORG'), ('getan.', 'ORG'), ('von @kopfzeiler', 'PERSON')]"
1116980777873547264,2019-04-13T08:25:44.000Z,"julien cantegreil, de la blockchain au new space avec spaceable #bigbangeco @le_figaro #startup #newspace #espace #satellite @figaro_economie https://t.co/zvsbnnqrti",877164499823939585,Big Bang Figaro,1778,3,2,fr,fr,"['#bigbangeco', '#startup', '#newspace', '#espace', '#satellite']","[('julien cantegreil', 'PERSON'), ('de la', 'PERSON'), ('#startup', 'MONEY'), ('#', 'CARDINAL'), ('#espace #', 'MONEY')]"
835610829131288581,2017-02-25T22:02:01.000Z,everything need know robot sex doll https://t.co/ofuzph6toa https://t.co/9axa759cjf,34655603,The Sun,2008106,4,4,en,en,[],[]
852294911902728194,2017-04-12T22:58:36.000Z,"j. m.brissett, l'intelligenza artificiale ripara le incomprensioni con gli extraterrestri https://t.co/rynkdnc0ky @lastampa",556852992,TuttoLibri,21742,3,4,it,it,[],"[('j. m.brissett', 'PERSON'), ('extraterrestri https://t.co/rynkdnc0ky', 'PERSON')]"
322056916807327748,2013-04-10T18:42:07.000Z,compromis klaagmuur zicht: man en vrouw mogen saman bidden: bij de westmuur jeruzalem mogen mannen en vr... http://t.co/vqvgyceldb,3103511,Trouw,181485,0,1,nl,nl,[],"[('compromis klaagmuur zicht', 'PERSON'), ('mogen saman bidden', 'PERSON'), ('de westmuur', 'PERSON'), ('jeruzalem', 'GPE')]"
